activation_required,activation_started_timestamp,activation_time_ms,cuda_initialization_ms,deactivation_required,deactivation_started_timestamp,deactivation_time_ms,deactivation_timestamp,details,endpoint_ready_ms,event,experiment,method,model_delete_ms,model_digest,model_load_ms,model_remote_download_ms,model_unload_ms,new_state,node,node_state,node_state_before,old_state,phase,physical_node,ready_timestamp,reason,source,timestamp,worker_lifecycle_note,worker_start_ms,worker_stop_ms
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""activation_required"": true, ""activation_started_timestamp"": 1788493466.4636014, ""activation_time_ms"": 1142.566, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1142.565, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1139.841, ""model_remote_download_ms"": 0.0, ""node"": ""agx"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493467.606126, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""agx"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0001-cg0msb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493467.6061294}, ""worker_start_ms"": 0.34}, {""activation_required"": true, ""activation_started_timestamp"": 1788493467.610893, ""activation_time_ms"": 1195.399, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1195.396, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1188.474, ""model_remote_download_ms"": 0.0, ""node"": ""spark"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493468.8061852, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""spark"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0002-cgnmsb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493468.806192}, ""worker_start_ms"": 1.063}], ""duration_ms"": 100.063, ""event"": ""method_configured"", ""method"": ""always_on"", ""started_timestamp"": 1788493872.7430873, ""states"": {""agx"": ""ACTIVE"", ""nano"": ""ACTIVE"", ""spark"": ""ACTIVE""}, ""timestamp"": 1788493872.8431497}",,method_setup,nano_only,always_on,,,,,,,,,,,setup,,,,,1788493872.7425816,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""activation_required"": true, ""activation_started_timestamp"": 1788493466.4636014, ""activation_time_ms"": 1142.566, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1142.565, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1139.841, ""model_remote_download_ms"": 0.0, ""node"": ""agx"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493467.606126, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""agx"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0001-cg0msb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493467.6061294}, ""worker_start_ms"": 0.34}, {""activation_required"": true, ""activation_started_timestamp"": 1788493467.610893, ""activation_time_ms"": 1195.399, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1195.396, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1188.474, ""model_remote_download_ms"": 0.0, ""node"": ""spark"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493468.8061852, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""spark"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0002-cgnmsb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493468.806192}, ""worker_start_ms"": 1.063}], ""duration_ms"": 89.68, ""event"": ""method_configured"", ""method"": ""always_on"", ""started_timestamp"": 1788493986.0095425, ""states"": {""agx"": ""ACTIVE"", ""nano"": ""ACTIVE"", ""spark"": ""ACTIVE""}, ""timestamp"": 1788493986.0992222}",,method_setup,burst,always_on,,,,,,,,,,,setup,,,,,1788493986.0090482,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""activation_required"": true, ""activation_started_timestamp"": 1788493466.4636014, ""activation_time_ms"": 1142.566, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1142.565, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1139.841, ""model_remote_download_ms"": 0.0, ""node"": ""agx"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493467.606126, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""agx"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0001-cg0msb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493467.6061294}, ""worker_start_ms"": 0.34}, {""activation_required"": true, ""activation_started_timestamp"": 1788493467.610893, ""activation_time_ms"": 1195.399, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 1195.396, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 1188.474, ""model_remote_download_ms"": 0.0, ""node"": ""spark"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""CACHED"", ""ready_timestamp"": 1788493468.8061852, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""spark"", ""old_state"": ""CACHED"", ""physical_node"": ""etri-ser0002-cgnmsb"", ""reason"": ""method_setup:always_on"", ""timestamp"": 1788493468.806192}, ""worker_start_ms"": 1.063}], ""duration_ms"": 75.985, ""event"": ""method_configured"", ""method"": ""always_on"", ""started_timestamp"": 1788494109.7458, ""states"": {""agx"": ""ACTIVE"", ""nano"": ""ACTIVE"", ""spark"": ""ACTIVE""}, ""timestamp"": 1788494109.8217843}",,method_setup,repeated,always_on,,,,,,,,,,,setup,,,,,1788494109.745215,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": true, ""deactivation_started_timestamp"": 1788494270.793988, ""deactivation_time_ms"": 148.293, ""deactivation_timestamp"": 1788494270.942276, ""model_delete_ms"": 90.321, ""model_unload_ms"": 56.95, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""ACTIVE"", ""transition"": {""new_state"": ""COLD"", ""node"": ""agx"", ""old_state"": ""ACTIVE"", ""physical_node"": ""etri-ser0001-cg0msb"", ""reason"": ""method_setup:cold_on_demand"", ""timestamp"": 1788494270.9422514}, ""worker_lifecycle_note"": ""Ollama management daemon remains resident; inference runner is unloaded"", ""worker_start_ms"": 0.183, ""worker_stop_ms"": 56.95}, {""deactivation_required"": true, ""deactivation_started_timestamp"": 1788494270.936024, ""deactivation_time_ms"": 117.751, ""deactivation_timestamp"": 1788494271.0537722, ""model_delete_ms"": 77.944, ""model_unload_ms"": 37.347, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""ACTIVE"", ""transition"": {""new_state"": ""COLD"", ""node"": ""spark"", ""old_state"": ""ACTIVE"", ""physical_node"": ""etri-ser0002-cgnmsb"", ""reason"": ""method_setup:cold_on_demand"", ""timestamp"": 1788494271.0537536}, ""worker_lifecycle_note"": ""Ollama management daemon remains resident; inference runner is unloaded"", ""worker_start_ms"": 0.718, ""worker_stop_ms"": 37.347}], ""duration_ms"": 354.214, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494270.7786484, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494271.1328619}",,method_setup,idle,cold_on_demand,,,,,,,,,,,setup,,,,,1788494270.7649176,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": false, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}, {""deactivation_required"": false, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}], ""duration_ms"": 76.204, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494571.1704006, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494571.2466042}",,method_setup,single,cold_on_demand,,,,,,,,,,,setup,,,,,1788494571.1700103,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": false, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}, {""deactivation_required"": false, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}], ""duration_ms"": 77.382, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494572.0523617, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494572.1297438}",,method_setup,activation_agx,cold_on_demand,,,,,,,,,,,setup,,,,,1788494572.0518591,,,
True,1788494572.2613826,40646.331,,,,,,,40646.33,activation,activation_agx,cold_on_demand,,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,1132.84,39507.39,,,agx,ACTIVE,COLD,,workload,etri-ser0001-cg0msb,1788494612.9076734,policy:static:agx,activations,1788494612.9080725,,1.254,
,,,,,,,,,,,activation_agx,cold_on_demand,,,,,,ACTIVE,agx,,,COLD,,etri-ser0001-cg0msb,,policy:static:agx,state-transitions,1788494612.9076767,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": true, ""deactivation_started_timestamp"": 1788494613.206138, ""deactivation_time_ms"": 157.848, ""deactivation_timestamp"": 1788494613.3639827, ""model_delete_ms"": 106.169, ""model_unload_ms"": 49.536, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""ACTIVE"", ""transition"": {""new_state"": ""COLD"", ""node"": ""agx"", ""old_state"": ""ACTIVE"", ""physical_node"": ""etri-ser0001-cg0msb"", ""reason"": ""method_setup:cold_on_demand"", ""timestamp"": 1788494613.3639624}, ""worker_lifecycle_note"": ""Ollama management daemon remains resident; inference runner is unloaded"", ""worker_start_ms"": 0.395, ""worker_stop_ms"": 49.536}, {""deactivation_required"": false, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}], ""duration_ms"": 274.446, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494613.1932065, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494613.467652}",,method_setup,activation_spark,cold_on_demand,,,,,,,,,,,setup,,,,,1788494613.1926312,,,
True,1788494613.5591898,38465.279,,,,,,,38465.276,activation,activation_spark,cold_on_demand,,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,1174.719,37285.098,,,spark,ACTIVE,COLD,,workload,etri-ser0002-cgnmsb,1788494652.0243669,policy:static:spark,activations,1788494652.0368938,,0.169,
,,,,,,,,,,,activation_spark,cold_on_demand,,,,,,ACTIVE,spark,,,COLD,,etri-ser0002-cgnmsb,,policy:static:spark,state-transitions,1788494652.0243719,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": false, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}, {""deactivation_required"": true, ""deactivation_started_timestamp"": 1788494652.4105222, ""deactivation_time_ms"": 135.954, ""deactivation_timestamp"": 1788494652.5464745, ""model_delete_ms"": 95.558, ""model_unload_ms"": 34.351, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""ACTIVE"", ""transition"": {""new_state"": ""COLD"", ""node"": ""spark"", ""old_state"": ""ACTIVE"", ""physical_node"": ""etri-ser0002-cgnmsb"", ""reason"": ""method_setup:cold_on_demand"", ""timestamp"": 1788494652.546454}, ""worker_lifecycle_note"": ""Ollama management daemon remains resident; inference runner is unloaded"", ""worker_start_ms"": 1.298, ""worker_stop_ms"": 34.351}], ""duration_ms"": 204.446, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494652.4062142, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494652.6106598}",,method_setup,increasing,cold_on_demand,,,,,,,,,,,setup,,,,,1788494652.4056995,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": false, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}, {""deactivation_required"": false, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}], ""duration_ms"": 80.753, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494766.7857096, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494766.8664622}",,method_setup,burst,cold_on_demand,,,,,,,,,,,setup,,,,,1788494766.7852147,,,
,,,,,,,,"{""actions"": [{""activation_required"": true, ""activation_started_timestamp"": 1788492765.4992259, ""activation_time_ms"": 260.74, ""cuda_initialization_ms"": null, ""endpoint_ready_ms"": 260.737, ""model_digest"": ""baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878"", ""model_load_ms"": 247.719, ""model_remote_download_ms"": 0.0, ""node"": ""nano"", ""node_state"": ""ACTIVE"", ""node_state_before"": ""COLD"", ""ready_timestamp"": 1788492765.7595692, ""transition"": {""new_state"": ""ACTIVE"", ""node"": ""nano"", ""old_state"": ""COLD"", ""physical_node"": ""etri-dev0001-jetorn"", ""reason"": ""method_setup:cached_on_demand"", ""timestamp"": 1788492765.7595828}, ""worker_start_ms"": 2.037}, {""deactivation_required"": false, ""node"": ""agx"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}, {""deactivation_required"": false, ""node"": ""spark"", ""node_state"": ""COLD"", ""node_state_before"": ""COLD""}], ""duration_ms"": 85.384, ""event"": ""method_configured"", ""method"": ""cold_on_demand"", ""started_timestamp"": 1788494894.8262434, ""states"": {""agx"": ""COLD"", ""nano"": ""ACTIVE"", ""spark"": ""COLD""}, ""timestamp"": 1788494894.9116268}",,method_setup,repeated,cold_on_demand,,,,,,,,,,,setup,,,,,1788494894.8257294,,,
